0,Ability Description,Ability Name,Ability Tier,Cost,Skill Unit 1,,Multiplier,SkillUnit 2,,Multiplier,SkillUnit 3,,Multiplier,SkillUnit 4,,,Apply1,Apply2,Apply3,IconImage
338,,Bleeding,Curse,1,Curse,Bleed,2,Debuff,Bleed,3,,,,,,,Curse,,,CurseBleed
339,,Injured,Curse,1,Curse,Injury,3,Debuff,Injury,5,,,,,,,Curse,,,CurseInjury
340,,Venomed,Curse,1,Curse,Venom,4,Debuff,Venom,7,,,,,,,Curse,,,CurseVenom
341,,Restrained,Curse,1,Curse,Restrain,4,Debuff,Restrain,7,,,,,,,Curse,,,CurseRestrain
342,"(Player only) While this ability is in your deck, start every combat with 4 Insane. Apply 7 Insane to the opponent. ",Insanity,Curse,1,Curse,Insane,4,Debuff,Insane,7,,,,,,,Curse,,,CurseInsane
343,Start every combat with 2 Strength debuff. Apply 7 Strength Vulnerable to the opponent.,Corrupted Strength,Curse,1,Curse,Strength,2,Vulnerable,Strength,6,,,,,,,Curse,,,CurseS
344,,Corrupted Agility,Curse,1,Curse,Agility,2,Vulnerable,Agility,6,,,,,,,Curse,,,CurseA
345,,Corrupted Intelligence,Curse,1,Curse,Intelligence,2,Vulnerable,Intelligence,6,,,,,,,Curse,,,CurseI
346,"(Player only) While this ability is in your deck, start every combatwith 2 MaxHP Debuff. Apply 7 MaxHP Vulnerable to opponent. ",Corrupted Health,Curse,1,Curse,MaxHP,2,Vulnerable,MaxHP,6,,,,,,,Curse,,,CurseH
347,,Corrupted Fire,Curse,1,Curse,Fire,2,Vulnerable,Fire,6,,,,,,,Curse,,,CurseFire
348,,Corrupted Water,Curse,1,Curse,Water,1,Vulnerable,Water,6,,,,,,,Curse,,,CurseWater
349,,Corrupted Thunder,Curse,1,Curse,Thunder,2,Vulnerable,Thunder,6,,,,,,,Curse,,,CurseThunder
350,,Corrupted Wind,Curse,1,Curse,Wind,2,Vulnerable,Wind,6,,,,,,,Curse,,,CurseWind
351,,Corrupted Earth,Curse,1,Curse,Earth,2,Vulnerable,Earth,6,,,,,,,Curse,,,CurseEarth
352,,Corrupted Light,Curse,1,Curse,Light,2,Vulnerable,Light,6,,,,,,,Curse,,,CurseLight
353,,Corrupted Dark,Curse,1,Curse,Dark,2,Vulnerable,Dark,6,,,,,,,Curse,,,CurseDark
354,,Bleed Wound,Curse,1,Curse,Bleed,2,Vulnerable,Bleed,1,,,,,,,Curse,,,CurseBleed
355,,Injury Wound,Curse,1,Curse,Injury,3,Vulnerable,Injury,1,,,,,,,Curse,,,CurseInjury
356,,Voodoo,Curse,1,Debuff,Element,4,Sacrifice,Element,2,,,,,,,Curse,,,Curse
357,,Voodoo Burn,Curse,1,Debuff,Fire,5,Sacrifice,Fire,3,,,,,,,Curse,,,CurseBurn
358,,Voodoo Chill,Curse,0,Debuff,Water,1,Sacrifice,Water,1,,,,,,,Curse,,,CurseChill
359,,Voodoo Paralysis,Curse,1,Debuff,Thunder,5,Sacrifice,Thunder,3,,,,,,,Curse,,,CurseParalysis
360,,Voodoo Dizzy,Curse,1,Debuff,Wind,5,Sacrifice,Wind,3,,,,,,,Curse,,,CurseDizzy
361,,Voodoo Seed,Curse,1,Debuff,Earth,5,Sacrifice,Earth,3,,,,,,,Curse,,,CurseSeed
362,,Voodoo Blind,Curse,1,Debuff,Light,5,Sacrifice,Light,3,,,,,,,Curse,,,CurseBlind
363,,Voodoo Depress,Curse,1,Debuff,Dark,5,Sacrifice,Dark,3,,,,,,,Curse,,,CurseDepress
364,,Voodoo Bleed,Curse,1,Debuff,Bleed,4,Sacrifice,Bleed,2,,,,,,,Curse,,,CurseBleed
365,,Voodoo Injury,Curse,1,Debuff,Injury,6,Sacrifice,Injury,3,,,,,,,Curse,,,CurseInjury
366,,Voodoo Venom,Curse,1,Debuff,Venom,8,Sacrifice,Venom,5,,,,,,,Curse,,,CurseVenom
367,,Voodoo Restrain,Curse,1,Debuff,Restrain,8,Sacrifice,Restrain,5,,,,,,,Curse,,,CurseRestrain
368,,Voodoo Insane,Curse,1,Debuff,Insane,8,Sacrifice,Insane,5,,,,,,,Curse,,,CurseInsane
369,,Midas Gold,Curse,0,Sacrifice,MaxHP,1,Heal,Null,35,,,,,,,Curse,,,GoldBar
370,,Eldritch Seed,Curse,1,Debuff,Insane,10,Curse,Insane,5,Sacrifice,Insane,5,,,,Curse,,,NoodleBall
371,,Dazing,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
372,Do nothing.,Ignore,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
373,,Standby,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
374,,Wait,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
375,,Hahahaha,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
376,,Noooo Don't Kill Me,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
377,,Please...,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
378,,I Give You Crystals,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
379,,Ahhh I Can't See,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
380,,Hey There,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
381,,Wanna Play,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
382,,Howdy Fellow Gamers,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
383,,It's Me,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
384,,AEkashics o0 v 0o,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
385,,o0 v 0o,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
386,,On AEkashics Librarium!,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
387,,Hihihihi,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
388,,Ahoy!,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
389,,Spare Me Bucko,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
390,,Booty Is Yours,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
391,,Yo Ho Ho,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
392,,Stand Still,Null,0,Null,Null,0,,,,,,,,,,,,,Silence
393,,I Am Mad,Null,0,Buff,Element,3,Buff,Strength,3,Buff,Agility,3,Buff,Intelligence,3,,,,Silence
394,,Please Visit Me,Null,0,Buff,Element,0,Null,Null,0,,,,,,,,,,Silence
395,,Please Dont Hurt Me,Null,0,Protect,Protect,0,Null,Null,0,,,,,,,,,,Silence
396,,Waaarg it burns,Null,0,Sacrifice,Fire,1,,,,,,,,,,,,,Silence
397,,o0 v 0o Cya,Null,0,Sacrifice,Null,0,,,,,,,,,,,,,Silence
398,,Please Visit Her,Null,0,Sacrifice,Null,0,,,,,,,,,,Exhaust,,,Silence
399,,Jokes!,Null,0,Buff,Agility,2,Heal,Agility,7,,,,,,,Exhaust,,,Silence
400,,No Fire In The Forest!,Null,0,Protect,Fire,0,Heal,MaxHP,5,,,,,,,,,,Silence
401,Apply 3 Elements on self.,Librarium Arts,Null,0,Buff,Element,3,,,,,,,,,,,,,PencilBrush
402,Deal 100% of Intelligence damage to the opponent. Apply 1 Dizzy and 3 Venom to the opponent.,Injection,Null,1,Damage,Intelligence,5,Debuff,Wind,1,Debuff,Venom,4,,,,,,,NeedleInject
403,Recover 20% / 45% of MaxHP health.,Honey,Null,1,Heal,MaxHP,4,,,,,,,,,,Exhaust,,,Honey
404,,Dragon Roar,Null,1,Sacrifice,MaxHP,1,InstantBoost,Charge,0,Buff,Charge,0,,,,Combo,,,Shout
405,,Dragon Shield,Null,1,Sacrifice,MaxHP,1,InstantBoost,Guard,0,Buff,Guard,0,,,,Combo,,,ShieldComb
406,Deal 150% of Strength damage to the opponent. Apply 1 Blind to the opponent. ,Dragon Leap,Null,1,Damage,Strength,6,Debuff,Light,1,,,,,,,,,,UpArrow
407,Apply 2 Strength Action Buff on self. Deal 150% of Strength damage to the opponent.,Dragon Slash,Null,1,InstantBoost,Strength,2,Damage,Strength,6,,,,,,,Creature,,,SpiralThrust
408,"Deal 70% of Agility, 40% of Agility and 25% of Agility damage to the opponent. Apply 2 Restrain to the opponent.",Golden Dragon Palm,Null,1,Damage,Agility,4,Damage,Agility,3,Damage,Agility,2,Debuff,Restrain,2,Action,,,GlowingHands
409,Apply 2 Agility Vulnerable to the opponent. Deal 40% of Agility damage to the opponent. Apply 1 Bleed to the opponent.,Dragon Claw,Null,0,Vulnerable,Agility,2,Damage,Agility,3,Debuff,Bleed,1,,,,,,,SteelClaw
410,Apply 2 Agility Vulnerable to the opponent. Deal 40% of Agility damage to the opponent. Apply 1 Bleed to the opponent.,Dragon Breath,Null,2,Buff,Element,1,Damage,Element,3,Debuff,Injury,4,,,,,,,DragonBreath
411,Deal 200% of Strength damage to the opponent. Apply 10 Restrain to the opponent.,Dragon Seal,Null,2,Vulnerable,Restrain,0,Damage,Strength,7,Debuff,Restrain,8,,,,Creature,Exhaust,,CursedStar
412,"Deal 25% of agility, 25% of Agility, 25% of Agility and 40% of Agility damage to the opponent.",Dragon Ultimate,Null,2,Damage,Agility,4,Damage,Agility,4,,,,,,,Agility,Draw,Exhaust,SpikeDragon
413,"Apply 1 Element on self. Recover 40% of Strength, 40% of Agility and 40% of Intelligence health.",Dragon Elements,Null,1,Buff,Element,1,Heal,Strength,3,Heal,Agility,3,Heal,Intelligence,3,Combo,,,DragonOrb
414,Next turn Draw +1 and Next turn Action +1. Apply 3 Elements on self. Double the stacks of self Stat Buffs,Soul Bond,Null,2,Buff,Element,3,Buff,Multiply,0,Buff,Draw,1,Buff,Action,1,Exhaust,,,RingedOrb
415,Deal 150% of Intelligence damage to the opponent. Apply 2 Restrain and 2 Venom to the opponent.,Monster Trap,Null,1,Damage,Intelligence,6,Debuff,Restrain,2,Debuff,Venom,2,,,,Creature,,,MineExplosion
416,"Apply 2 MaxHP Debuff, 2 Strength Debuff, 2 Agility Debuff and 2 Intelligence Debuff to the opponent.",King's Pressure,Null,1,Debuff,MaxHP,2,Debuff,Strength,2,Debuff,Agility,2,Debuff,Intelligence,2,Combo,Exhaust,,Power
417,(Player only) While this card is in your deck start every combat with 2 Blind. Apply 10 Strength Action Buff on self. Deal 150% of Strength damage to the opponent.,Iai Strike,Null,1,Curse,Light,2,InstantBoost,Strength,10,Damage,Strength,6,,,,,,,Katana
418,"Deal 25% of Intelligence, 25% of Intelligence, 25% of Intelligence and 25% of Intelligence damage to the opponent.",Meteors Strike,Null,1,Damage,Intelligence,2,Damage,Intelligence,2,Damage,Intelligence,2,Damage,Intelligence,2,Intelligence,Multiply,Exhaust,Meteor
419,,Short Circuit,Null,0,Damage,Intelligence,5,,,,,,,,,,Thunder,Matter,,ElectricalResistance
420,"Apply 4 Strength Action Buff, 4 Agility Action Buff and 4 Intelligence Action Buff on self. ",War Rhythm,Null,0,InstantBoost,Strength,4,InstantBoost,Agility,4,InstantBoost,Intelligence,4,,,,Combo,,,MusicNotes
421,"Remove all Depress and Dark Vulnerable from self. Recover 40% of Strength, 40% of Agility and 40% of Intelligence damage to the opponent. ",Peace Rhythm,Null,0,Protect,Dark,0,Heal,Strength,3,Heal,Agility,3,Heal,Intelligence,3,Combo,,,MusicNotes
422,,Venom Spit,Null,1,Damage,Intelligence,5,Debuff,Venom,6,,,,,,,,,,ChemicalBolt
423,"Apply 1 Chill, 1 Agility Debuff and 5 Restrain to the opponent.",Powder Snow,Null,1,Debuff,Water,1,Debuff,Agility,1,Debuff,Restrain,5,,,,,,,Snowing
424,Deal 10% / 15% of MaxHP damage to the opponent. Apply 5 Injury to the opponent.,Sky Drop,Null,1,Damage,MaxHP,2,Debuff,Injury,5,,,,,,,,,,Falling
425,Apply 2 Strength Buff and 2 Agility Buff on self.,Amazon!,Null,0,Buff,Strength,2,Buff,Agility,2,,,,,,,Exhaust,,,Shout
426,Apply 2 Water Vulnerable to the opponent. Deal 150% of Intelligence damage to the opponent.,Aqua Trident,Null,1,Vulnerable,Water,2,Damage,Intelligence,6,,,,,,,Water,,,Trident
427,,Lightning Blitz,Null,1,InstantBoost,Thunder,2,InstantBoost,Agility,3,Damage,Agility,6,,,,Thunder,,,FocusedLightning
428,Deal 100% of Strength damage to the opponent. Apply 2 Paralysis to the opponent.,Zap,Null,1,Damage,Strength,5,Debuff,Thunder,2,,,,,,,Thunder,,,ThunderStruck
429,Apply2 Wind Vulnerable to the opponent. Deal 150% of Strength damage to the opponent.,Valkyrie Spear,Null,1,Vulnerable,Wind,2,Damage,Strength,6,,,,,,,Wind,,,SpearHook
430,,The Flood,Null,3,Damage,Intelligence,3,Damage,Intelligence,3,Damage,Agility,4,Damage,Agility,4,Water,Draw,Exhaust,BigWave
431,"Deal 40% of Strength, 40% of Strength, 70% of Agility and 70% of Agilityto the opponent.",Ragnarok,Null,3,Damage,Strength,3,Damage,Strength,3,Damage,Agility,4,Damage,Agility,4,Wind,Draw,Exhaust,ExplodingPlanet
432,Apply 2 MaxHP Action Buff on self. Apply 3 MaxHP Vulnerable to the opponent. Deal 15% / 25% of MaxHP damage to the opponent,Viking Smash,Null,1,InstantBoost,MaxHP,2,Vulnerable,MaxHP,2,Damage,MaxHP,3,,,,,,,HeavyFall
433,Deal 100% of Strength and 25% of Strength damage to the opponent.,Dark Blade,Null,0,Damage,Strength,5,Damage,Strength,2,,,,,,,Dark,,,DrippingSword
434,Next turn Action +1.  Apply 3 Strength Buff on self. Apply 12 Insane to the opponent. Apply 5 Insane on self.,Abyss Gate,Null,2,Buff,Strength,3,Buff,Action,1,Debuff,Insane,12,Sacrifice,Insane,5,Exhaust,,,ShiningOmega
435,"Double the stacks of your opponent's Stat Debuffs. Remove all Insane from the opponent, deal 15% damage for each removed based on opponent's Intelligence. Apply 2 Despair to the opponent.",Bottomless Despair,Null,2,Debuff,Dark,2,Debuff,Multiply,0,Damage,Insane,0,,,,Exhaust,,,Terror
436,Recover 200% of Intelligence health.,Majestic Cure,Null,2,Heal,Intelligence,7,,,,,,,,,,Intelligence,,,Healing
437,,Aftermath,Null,1,Protect,Debuff,0,Protect,Draw,1,,,,,,,,,,Gloves
438,Recover 1 Ability from the discard pile. Remove all Insane from self. Apply 1 Intelligence Buff on self.,Stargazing,Null,1,Protect,Draw,1,Protect,Insane,0,Buff,Intelligence,1,,,,,,,SolarSystem
439,Lose 20% of current Max Health. Apply 6 Insane and 2 Depress to the opponent.,Dark Secrets,Null,1,Sacrifice,MaxHP,2,Debuff,Insane,6,Debuff,Dark,2,,,,Exhaust,,,SecretBook
440,"Farewell, deal 99999 damage to self. Deal 40% / 70% of MaxHP damage to the opponent",Suicide Attack,Null,1,Sacrifice,Null,0,Damage,MaxHP,7,,,,,,,Exhaust,,,BrightExplosion
441,,Lucky Survive,Null,1,Protect,Guard,1,InstantBoost,MaxHP,2,Buff,MaxHP,2,,,,Exhaust,,,FishEscape
442,Lose 20% of current Max Health. Deal 150% of Strength and 100% of Strength damage to the opponent. Apply 5 Insane on self.,Berserking,Null,1,Sacrifice,MaxHP,1,Damage,Strength,6,Damage,Strength,5,Sacrifice,Insane,8,,,,Enrage
443,,Elemental Barrier,Null,1,Protect,Element,0,InstantBoost,Guard,0,Protect,MaxHP,2,,,,,,,StoneSphere
444,"Lose 20% of current Max Health. Deal 70% of Strength, 70% of Agility and 70% of Intelligence damage to the opponent.",Arcane Energy,Null,1,Sacrifice,MaxHP,2,Damage,Strength,4,Damage,Agility,4,Damage,Intelligence,4,Combo,,,Orbs
445,"Lose 10% of current Max Health. Apply 1 Strength Buff, 1 Agility Buff and 1 Intelligence Buff on self.",Arcane Power,Null,1,Sacrifice,MaxHP,1,Buff,Strength,1,Buff,Agility,1,Buff,Intelligence,1,Combo,,,Charge
446,,Arcane Thrust,Null,2,Damage,Strength,4,Damage,Agility,4,Damage,Intelligence,4,,,,Buff,Combo,,Divert
447,"Deal 10% / 15% of MaxHP, 40% of Strength, 40% of Agility and 40% of ntelligence damage to the opponent.",PSControl,Null,0,Damage,MaxHP,1,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,,,,ConsoleController
448,"Recover 5% / 10% of MaxHP, 40% of Strength, 40% of Agility and 40% ofIntelligence health",YBAX,Null,0,Heal,MaxHP,1,Heal,Strength,3,Heal,Agility,3,Heal,Intelligence,3,,,,ConsoleController
449,"Apply 5 MaxHP Action Buff, 5 Stremgth Action Buff, 5 Agility Action Buff and 5 Intelligence Action Buff on self.",Portable Device,Null,0,InstantBoost,MaxHP,5,InstantBoost,Strength,5,InstantBoost,Agility,5,InstantBoost,Intelligence,5,,,,Phone
450,Apply 1 Second Chance on self. Recover 350 HP. (Exhaust),Restart,Null,0,Protect,Guard,1,Heal,Null,350,,,,,,,Exhaust,,,PowerButton
451,,Stomp,Null,0,Vulnerable,MaxHP,2,Damage,MaxHP,2,Debuff,Wind,1,,,,,,,Stomp
452,Deal 100% of Agility damage to the opponent. Apply 1 Burn to the opponent.,Fire Arrow,Null,0,Vulnerable,Fire,1,Damage,Agility,5,Debuff,Fire,1,,,,Fire,,,FlammingArrow
453,Deal 70% of Agility damage to the opponent. Apply 1 Chill to the opponent.,Ice Arrow,Null,0,Vulnerable,Water,1,Damage,Agility,4,Debuff,Water,1,,,,Water,,,IceSpear
454,Deal 100% of Agility damage to the opponent. Apply 1 Paralysis to the opponent.,Thunder Arrow,Null,0,Vulnerable,Thunder,1,Damage,Agility,5,Debuff,Thunder,1,,,,Thunder,,,LightningArrow
455,Deal 100% of Agility damage to the opponent. Apply 1 Seed to the opponent.,Earth Arrow,Null,0,Vulnerable,Earth,1,Damage,Agility,5,Debuff,Earth,1,,,,Earth,,,BranchArrow
456,Deal 100% of Agility damage to the opponent. Apply 1 Dizzy to the opponent.,Wind Arrow,Null,0,Vulnerable,Wind,1,Damage,Agility,5,Debuff,Wind,1,,,,Wind,,,WingedArrow
457,Deal 100% of Agility damage to the opponent. Apply 4 Venom  to the opponent.,Poison Arrow,Null,0,Vulnerable,Agility,1,Damage,Agility,5,Debuff,Venom,4,,,,,,,ChemicalArrow
458,Deal 100% of Strength damage to the opponent. Apply 2 Depress and 6 Insane to the opponent. ,Black Engulf,Null,1,Damage,Strength,2,Damage,Strength,5,Debuff,Dark,2,Debuff,Insane,6,Dark,Draw,Exhaust,Swallow
459,Protect 70% Strength damage from attacks. Deal 70% of Strength damage to the opponent,Shadow Wall,Null,1,Protect,Strength,4,Damage,Strength,4,,,,,,,Dark,,,TwoShadows
460,Apply 1 Protect Boost on self. Protect 10% / 15% MaxHP damage from attacks. Deal 70% of Protect damage to the opponent.,Hallowed Blow,Null,1,InstantBoost,Protect,1,Protect,MaxHP,2,Damage,Protect,4,,,,Light,,,SerratedSlash
461,Lose 20% of current Max Health. Apply 1 Dark Element on self. Deal 200% of Strength damage to the opponent. Apply 2 Depress to the opponent.,Soul Eater Slash,Null,2,Sacrifice,MaxHP,2,Buff,Dark,2,Damage,Strength,7,Debuff,Dark,3,Dark,Spirit,LifeSteal,GooeySword
462,Apply 1 Light element on self. Recover 20/35% of maxHP. Deal 25/40% of maxHP damage. Apply 1 blind to opponent.,Shining Bash,Null,2,Buff,Light,1,Heal,MaxHP,4,Damage,MaxHP,5,Debuff,Light,1,Light,,,HeavyFall
463,"Lose 40% current Max Health. Consume all Fire Elements, for each element consumed, deal 70% Fire damage based on your strongest attribute [Fire Finale at Max Stacks]",Ultimate Fire Blast,Null,3,Sacrifice,MaxHP,3,Damage,Fire,4,Sacrifice,Injury,5,Sacrifice,Bleed,1,Fire,,,CelebrationFire
464,"Lose 40% current Max Health. Consume all Water Elements, for each element consumed, deal 70% Water damage based on your strongest attribute [Water Finale at Max Stacks]. Apply 1 Chill and 1 Bleed on self.",Ultimate Water Blast,Null,3,Sacrifice,MaxHP,3,Damage,Water,4,Sacrifice,Injury,5,Sacrifice,Bleed,1,Water,,,WaterSplash
465,"Lose 40% current Max Health. Consume all Wind Elements, for each element consumed, deal 70% Wind damage based on your strongest attribute [Wind Finale at Max Stacks]. Apply 2 Dizzy and 1 Bleed on self.",Ultimate Wind Blast,Null,3,Sacrifice,MaxHP,3,Damage,Wind,4,Sacrifice,Injury,5,Sacrifice,Bleed,1,Wind,,,WindHole
466,Apply 4 Protect Pierce to the opponent. Protect 100% Strength damage from attacks. Deal 100% of Strength damage to the opponent.,Dig & Drill,Null,2,Vulnerable,Protect,4,Protect,Strength,5,Damage,Strength,5,,,,Earth,Matter,,Drill
467,,Fire Ring,Null,2,Damage,Agility,4,Damage,Agility,4,Damage,Agility,4,Debuff,Fire,1,Fire,,,FireRing
468,Deal 150% of Intelligence damage to the opponent. Apply 2 Paralysis to te opponent.,Electro Slash,Null,2,Damage,Intelligence,6,Debuff,Thunder,2,,,,,,,Thunder,Matter,,ElectricWhip
469,Deal 100% of Agility and 100% of Agility damage to the opponent.. Apply 1 Bleed to the opponent.,Aero Cutter,Null,2,Damage,Agility,5,Damage,Agility,5,Debuff,Bleed,1,,,,Wind,Creature,,CrossAir
470,Protect 40% Agility damage from attacks. Deal 70% of Agility damage to the opponent.,Barrels & Cannons,Null,1,Protect,Agility,3,Damage,Agility,4,,,,,,,Water,,,BarrelAndCannon
471,Deal 70% of Agility and 70% of Agility damage to the opponent.,Guns & Sabers,Null,1,Damage,Agility,4,Damage,Agility,4,,,,,,,Earth,,,SaberAndPistol
472,Apply 1 Agility Buff on self. Deal 70% of Agility Damage to the opponent.,Grapple & Bombs,Null,1,Buff,Agility,1,Damage,Agility,4,,,,,,,Wind,,,GrappleAndBomb
473,"Deal 40% of Agility, 25% of Agility and 25% of Agility damage to the opponent. Apply 1 Injury to the opponent.",King Kong Fist,Null,1,Damage,Agility,3,Damage,Agility,2,Damage,Agility,2,Debuff,Injury,1,Action,,,Punch
474,,Iron Head,Null,1,Vulnerable,Protect,5,Damage,Strength,6,,,,,,,Matter,,,Headband
475,Apply 1 Agility Buff and 3 Agility Action Buff on self.,Lightness Skill,Null,0,Buff,Agility,1,InstantBoost,Agility,3,,,,,,,,,,Sprint
476,Deal 200% of Agility damage to the opponent.,Palm Of Rulai,Null,1,Damage,Agility,7,,,,,,,,,,Action,,,Hand
477,Remove all Restrain from self. Apply 2 Strength and 2 Agility Buff on self. Recover 150% Agility health.,Muscle Tendon Change,Null,2,Buff,Strength,2,Buff,Agility,2,Protect,Restrain,0,Heal,Agility,6,Humanoid,,,Strong
478,"Apply 2 Strength Buff, 2 Agility Buff, 2 Intelligence Buff and 1 Light Element on self.",God's Blessing,Null,2,Buff,Strength,2,Buff,Agility,2,Buff,Intelligence,2,Buff,Light,1,Light,,,AngelOutfit
479,Apply 2 Element on self. Deal 150% of Intelligence damage to the opponent. Apply 2 rando Elemental Statuses Effect to the opponent.,Elemental Magic,Null,2,Buff,Element,2,Damage,Intelligence,6,Debuff,Element,2,,,,,,,TripleYin
480,"Consume all Elements, for each element consumed, deal 40% of damage based on your strongest attribute [Elemental Finale at Max stacks]",Elemental Strike,Null,2,Buff,Element,2,Damage,Element,3,,,,,,,,,,TriplePlier
481,"Deal 70% of Strength, 70% of Strength, 70% of Agility and 70% of Agility damage to the opponent.",Quadro Blade,Null,2,Damage,Strength,4,Damage,Strength,4,Damage,Agility,4,Damage,Agility,4,,,,FourSword
482,"Deal 40% of agility, 40% of Agility, 40% of Intelligence and 40% of Intelligence damage to the opponent.",Swarm Attacks,Null,1,Damage,Agility,3,Damage,Agility,3,Damage,Intelligence,3,Damage,Intelligence,3,,,,Dozen
483,"Deal 40% of Agility, 25% of Agility, 25% of Agility and 25% of Agility damage to the opponent. ",Feather Strikes,Null,1,Damage,Agility,3,Damage,Agility,2,Damage,Agility,2,Damage,Agility,2,Wind,,,TwoFeathers
484,Apply 2 MaxHP Buff on self. Protect 70% Strengthdamage from attacks. Recover 15% / 25% of MaxHP health.,Rock Cover,Null,1,Buff,MaxHP,2,Protect,Strength,4,Heal,MaxHP,3,,,,,,,Rock
485,Lose 20% of current Max Health. Apply Guard and Stack Guard on self. Protect 10% / 15% MaxHP damage from attacks,Shell Defend,Null,1,Sacrifice,MaxHP,2,InstantBoost,Guard,0,Buff,Guard,0,Protect,MaxHP,2,,,,TurtleShell
486,Remove all Paralysis and Thunder Vulnerable from self. Apply 2 MaxHP Buff and 4 MaxHP Action Buff on self.,Slime Split,Null,1,Protect,Thunder,0,Buff,MaxHP,2,InstantBoost,MaxHP,4,,,,,,,TransparentSlime
487,Apply 2 Bleed Vulnerable to the opponent. Deal 40% of Agility and 40% of Agility damage to the opponent. Apply 1 Bleed to the opponent. ,Crystal Twister,Null,2,Vulnerable,Bleed,2,Damage,Agility,3,Damage,Agility,3,Debuff,Bleed,1,,,,CrystalBars
488,,Jade Crystal Miracle,Null,2,Protect,Element,2,Protect,Debuff,0,Heal,Intelligence,6,,,,Exhaust,,,Gem
489,Apply Charge on self. Apply 2 Depress to the opponent.,Intruder Detected,Null,0,InstantBoost,Charge,0,Debuff,Dark,2,,,,,,,Exhaust,,,Gaze
490,Deal 15% / 25% and 15% / 25% of MaxHP damage to the opponent. Apply 2 Injury to the opponent.,Drive Over,Null,1,Damage,MaxHP,2,Damage,MaxHP,2,Debuff,Injury,2,,,,,,,TankTread
491,"Deal 100% of Strength, 70% of Agility and 70% of Agility damage to the opponent.",Triple Blast,Null,2,Damage,Strength,5,Damage,Agility,4,Damage,Agility,4,,,,,,,Blaster
492,Deal 300% of Strength damage to the opponent. Apply 2 Strength Debuff and 2 Dizzy on self.,Cannon Blast,Null,2,Damage,Strength,8,Sacrifice,Strength,2,Sacrifice,Wind,2,,,,,,,CannonShoot
493,"Deal 70% ofStrength, 40% of Strength and 25% of Strength damage to the opponent. Apply 1 Burn to the opponent.",Bombing Raids,Null,1,Damage,Strength,4,Damage,Strength,3,Damage,Strength,2,Debuff,Fire,1,Charge,,,BombingRun
494,Deal 15% / 25% of MaxHP damage to the opponent.,Move & Take,Null,0,Damage,MaxHP,3,,,,,,,,,,Matter,,,ChessPawn
495,Deal 20% / 35% of MaxHP damage to the opponent,Straight Move,Null,1,Damage,MaxHP,4,,,,,,,,,,Matter,,,ChessRook
496,Recover 20% / 35% of Max HP health.,Elephant Move,Null,1,Heal,MaxHP,4,,,,,,,,,,Matter,,,ChessBishop
497,,L Jump,Null,1,Vulnerable,MaxHP,3,Damage,MaxHP,3,,,,,,,Matter,,,ChessKnight
498,Protect 20% / 35% MaxHP damage from attacks.,Castling,Null,1,Protect,MaxHP,4,,,,,,,,,,Exhaust,,,ChessKing
499,Recover 10% / 15% of MaxHP health. Deal 15% / 25% of MaxHP damage to the opponent.,Cross Move,Null,1,Heal,MaxHP,2,Damage,MaxHP,3,,,,,,,Matter,,,ChessQueen
500,Apply 2 MaxHP Buff on self. Protect 70% MaxHP damage from attacks. Recover 100% of MaxHP health.,Ace of Spades,Null,2,Buff,Strength,2,Protect,Strength,4,Heal,Strength,5,,,,Exhaust,,,AceSpade
501,Apply 2 Strength Buff on self. Protect 70% Strength damage from attacks. Recover 100% of Strength health.,Ace of Hearts,Null,2,Buff,MaxHP,2,Protect,MaxHP,2,Heal,MaxHP,2,,,,Exhaust,,,AceHeart
502,Apply 2 Strength Buff on self. Protect 70% Strength damage from attacks. Recover 100% of Strength health.,Ace of Clubs,Null,2,Buff,Agility,2,Protect,Agility,4,Heal,Agility,5,,,,Exhaust,,,AceClub
503,Apply 2 Intelligence Buff on self. Protect 70% Intelligence damage from attacks. Recover 100% of Intelligence health.,Ace of Diamonds,Null,2,Buff,Intelligence,2,Protect,Intelligence,4,Heal,Intelligence,5,,,,Exhaust,,,AceDiamond
504,Deal 100% of Strength amd 70% of Strength to the opponent.,Cross Axe,Null,1,Damage,Strength,5,Damage,Strength,4,,,,,,,,,,CrossAxe
